Q407166	Somatostatin	Q24778427	Somatostatin
Q21097237	Dopa decarboxylase	Q24768592	Pyridoxal phosphate-dependent transferase, major domain
Q21097237	Dopa decarboxylase	Q24779310	Aromatic-L-amino-acid decarboxylase
Q21097237	Dopa decarboxylase	Q24781248	Pyridoxal phosphate-dependent transferase
Q21097237	Dopa decarboxylase	Q24781489	Pyridoxal phosphate-dependent transferase domain 1
Q21097239	Male germ cell associated kinase	Q24726164	Protein kinase-like domain superfamily
Q21097240	Megakaryocyte-associated tyrosine kinase	Q24726164	Protein kinase-like domain superfamily
Q21097240	Megakaryocyte-associated tyrosine kinase	Q41797170	SH3-like domain superfamily
Q21097240	Megakaryocyte-associated tyrosine kinase	Q41797956	SH2 domain superfamily
Q21097248	BTG anti-proliferation factor 2	Q24777763	Protein BTG2
Q21097248	BTG anti-proliferation factor 2	Q41797191	BTG-like domain superfamily
Q21097261	Ankyrin 2	Q24776395	Death-like domain superfamily
Q21097261	Ankyrin 2	Q41797869	Ankyrin repeat-containing domain superfamily
Q21097261	Ankyrin 2	Q67141865	auxiliary transport protein
Q21097266	TEK receptor tyrosine kinase	Q24726164	Protein kinase-like domain superfamily
Q21108819	Keratin associated like protein 29-1	Q24780786	Keratin-associated protein
Q21108820	Keratin associated protein 9-1	Q24780786	Keratin-associated protein
Q21108823	Keratin associated protein 5-8	Q24780786	Keratin-associated protein
Q21108825	Keratin associated protein 1-4	Q24780786	Keratin-associated protein
Q21108826	Keratin associated protein 1-1	Q24780786	Keratin-associated protein
Q21108830	Keratin associated protein 27-1	Q24723690	Keratin-associated protein, PMG type
Q21108831	Keratin associated protein 24-1	Q24723690	Keratin-associated protein, PMG type
Q21108831	Keratin associated protein 24-1	Q24787314	Keratin, high-sulphur matrix protein
Q21108832	Keratin associated protein 5-11	Q24780786	Keratin-associated protein
Q21108833	Keratin associated protein 5-10	Q24780786	Keratin-associated protein
Q21108834	Keratin associated protein 5-7	Q24780786	Keratin-associated protein
Q21108835	Keratin associated protein 5-3	Q24780786	Keratin-associated protein
Q21108836	Keratin associated protein 5-5	Q24780786	Keratin-associated protein
Q21108837	Keratin associated protein 7-1 (gene/pseudogene)	Q24779119	Keratin-associated protein 7
Q21108838	Keratin associated protein 1-3	Q24780786	Keratin-associated protein
Q21108841	Scavenger receptor class B member 1	Q24745226	CD36/scavenger receptor class B member 1
Q21108841	Scavenger receptor class B member 1	Q69534081	Putative uncharacterized transport proteins
Q21108844	Purinergic receptor P2X 4	Q24722365	P2X4 purinoceptor
Q21108844	Purinergic receptor P2X 4	Q24739479	P2X purinoreceptor
Q21108844	Purinergic receptor P2X 4	Q24778773	P2X purinoreceptor extracellular domain superfamily
Q21108845	Keratin associated protein 9-3	Q24780786	Keratin-associated protein
Q21108846	Keratin associated protein 4-6	Q24780786	Keratin-associated protein
Q21108847	Keratin associated protein 4-9	Q24780786	Keratin-associated protein
Q21108848	Keratin associated protein 4-8	Q24780786	Keratin-associated protein
Q21108849	Keratin associated protein 4-5	Q24780786	Keratin-associated protein
Q21108850	Keratin associated protein 4-4	Q24780786	Keratin-associated protein
Q21108851	Keratin associated protein 4-3	Q24780786	Keratin-associated protein
Q21108852	Keratin associated protein 3-3	Q24787314	Keratin, high-sulphur matrix protein
Q21108853	Keratin associated protein 3-1	Q24787314	Keratin, high-sulphur matrix protein
Q21108854	Keratin associated protein 2-4	Q24780786	Keratin-associated protein
Q21108855	Keratin associated protein 1-5	Q24780786	Keratin-associated protein
Q21108856	Keratin associated protein 2-2	Q24780786	Keratin-associated protein
Q21108857	Keratin associated protein 2-1	Q24780786	Keratin-associated protein
Q21108858	Yip1 domain family member 3	Q24722940	YIP1 family member 3
Q21108858	Yip1 domain family member 3	Q69534081	Putative uncharacterized transport proteins
Q21108861	Lactase like	Q375795	Glycoside hydrolase superfamily
Q21108861	Lactase like	Q24769978	Glycoside hydrolase family 1
Q21108862	Lipocalin like 1	Q24727103	Calycin
Q21108862	Lipocalin like 1	Q24782943	Lipocalin
Q21108863	Ligand dependent nuclear receptor corepressor like	Q24769639	Homeobox-like domain superfamily
Q21108866	Signal transducing adaptor molecule	Q24722085	ENTH/VHS
Q21108866	Signal transducing adaptor molecule	Q41797170	SH3-like domain superfamily
Q21108867	Lipid droplet associated hydrolase	Q24744945	Alpha/Beta hydrolase fold
Q21108867	Lipid droplet associated hydrolase	Q24776541	Lipid droplet-associated hydrolase
Q21108874	Tripartite motif containing 71	Q24780081	Immunoglobulin E-set
Q21108874	Tripartite motif containing 71	Q24786519	Zinc finger, RING/FYVE/PHD-type
Q21108874	Tripartite motif containing 71	Q24787648	Immunoglobulin-like fold
Q21108874	Tripartite motif containing 71	Q24788648	Six-bladed beta-propeller, TolB-like
Q21108876	Lin-52 DREAM MuvB core complex component	Q24783263	Protein LIN52
Q21108877	Lin-54 DREAM MuvB core complex component	Q24782341	Lin-54 family
Q21108881	Lin-7 homolog B, crumbs cell polarity complex component	Q32850109	Protein lin-7
Q21108881	Lin-7 homolog B, crumbs cell polarity complex component	Q41797172	PDZ superfamily
Q21108881	Lin-7 homolog B, crumbs cell polarity complex component	Q41797988	L27 domain superfamily
Q21108885	LKAAEAR motif containing 1	Q24743668	Protein LKAAEAR1
Q21108887	LON peptidase N-terminal domain and ring finger 2	Q24720469	PUA-like superfamily
Q21108887	LON peptidase N-terminal domain and ring finger 2	Q24724527	Tetratricopeptide-like helical domain superfamily
Q21108887	LON peptidase N-terminal domain and ring finger 2	Q24786519	Zinc finger, RING/FYVE/PHD-type
Q21108889	Leucine rich repeat containing 30	Q24781235	Leucine-rich repeat domain superfamily
Q21108890	Leucine rich repeat containing 32	Q24781235	Leucine-rich repeat domain superfamily
Q21108891	Leucine rich repeat containing 41	Q24772461	Leucine-rich repeat-containing  41
Q21108891	Leucine rich repeat containing 41	Q24781235	Leucine-rich repeat domain superfamily
Q21108892	Leucine rich repeat containing 36	Q24781235	Leucine-rich repeat domain superfamily
Q21108893	Leucine rich repeat containing 38	Q24781235	Leucine-rich repeat domain superfamily
Q21108893	Leucine rich repeat containing 38	Q69997199	NEAT-domain containing methaemoglobin heme sequestration family
Q21108894	Leucine rich repeat containing 31	Q24781235	Leucine-rich repeat domain superfamily
Q21096129	Major prion protein	Q24724413	Prion protein family
Q21096129	Major prion protein	Q41798019	Prion/Doppel beta-ribbon domain superfamily
Q21096238	Hydroxysteroid 17-beta dehydrogenase 14	Q24726117	Short-chain dehydrogenase/reductase SDR
Q21096238	Hydroxysteroid 17-beta dehydrogenase 14	Q41797412	NAD(P)-binding domain superfamily
Q21096242	Actin like 6B	Q185269	actin
Q21096246	Actin like 6A	Q24723129	Actin-like protein 6A
Q21096253	YY1 transcription factor	Q41796594	C2H2-type Zinc finger protein,  YY-1-like
Q21096253	YY1 transcription factor	Q41797357	Zinc finger C2H2 superfamily
Q21096258	ATP citrate lyase	Q24768505	ATP-citrate synthase, eukaryotic
Q21096258	ATP citrate lyase	Q24775742	Citrate synthase-like, small alpha subdomain
Q21096258	ATP citrate lyase	Q24778289	Succinyl-CoA synthetase-like
Q21096258	ATP citrate lyase	Q41797412	NAD(P)-binding domain superfamily
Q21096258	ATP citrate lyase	Q41798061	Citrate synthase superfamily
Q21096259	Actin like 10	Q185269	actin
Q21096262	Sodium leak channel, non-selective	Q354550	voltage-gated ion channel
Q21096262	Sodium leak channel, non-selective	Q24784342	Sodium leak channel non-selective protein
Q21096262	Sodium leak channel, non-selective	Q54444446	Voltage-dependent channel domain superfamily
Q21096265	Aminocarboxymuconate semialdehyde decarboxylase	Q24768309	Metal-dependent hydrolase
Q21096265	Aminocarboxymuconate semialdehyde decarboxylase	Q24782439	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase
Q21096267	Actin like 7B	Q24779386	Actin-like protein 7B
Q21096268	Actin like 7A	Q24720903	Actin-like protein 7A
Q21096276	Acyl-CoA thioesterase 8	Q24785014	Acyl-CoA thioesterase
Q21096276	Acyl-CoA thioesterase 8	Q24785143	HotDog domain superfamily
Q21096281	Acyl-CoA oxidase 3, pristanoyl	Q24788227	Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily
Q21096281	Acyl-CoA oxidase 3, pristanoyl	Q28544205	Peroxisomal acyl-coenzyme A oxidase
Q21096281	Acyl-CoA oxidase 3, pristanoyl	Q41797371	Acyl-CoA dehydrogenase-like, C-terminal
Q21096283	Aconitase 1	Q24725477	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3
Q21096283	Aconitase 1	Q24776984	Aconitase/3-isopropylmalate dehydratase, swivel
Q21096283	Aconitase 1	Q24780747	Iron regulatory protein 1
Q21096283	Aconitase 1	Q41797152	Aconitase, iron-sulfur domain
Q21096286	Acyl-CoA thioesterase 2	Q24744945	Alpha/Beta hydrolase fold
Q21096286	Acyl-CoA thioesterase 2	Q24780026	Acyl-CoA thioesterase, long chain
Q21096296	Peroxisomal biogenesis factor 5	Q24724527	Tetratricopeptide-like helical domain superfamily
Q21096296	Peroxisomal biogenesis factor 5	Q28544028	Peroxisomal targeting signal 1 receptor
Q21096300	Sarcoglycan gamma	Q24780141	Gamma-sarcoglycan
Q21096304	Acyl-CoA oxidase 1	Q24788227	Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily
Q21096304	Acyl-CoA oxidase 1	Q28544205	Peroxisomal acyl-coenzyme A oxidase
Q21096304	Acyl-CoA oxidase 1	Q41797371	Acyl-CoA dehydrogenase-like, C-terminal
Q21096304	Acyl-CoA oxidase 1	Q41798160	Acyl-CoA dehydrogenase/oxidase, N-terminal domain superfamily
Q21096305	Acyl-CoA thioesterase 6	Q24744945	Alpha/Beta hydrolase fold
Q21096306	Acyl-CoA thioesterase 1	Q24744945	Alpha/Beta hydrolase fold
Q21096306	Acyl-CoA thioesterase 1	Q24780026	Acyl-CoA thioesterase, long chain
Q21096329	Thioesterase superfamily member 5	Q24785143	HotDog domain superfamily
Q21096336	Acyl-CoA thioesterase 4	Q24744945	Alpha/Beta hydrolase fold
Q21096336	Acyl-CoA thioesterase 4	Q24780026	Acyl-CoA thioesterase, long chain
Q21096340	Acyl-CoA thioesterase 12	Q67151887	acyl CoA ligase-coupled transporter
Q21096342	Acyl-CoA oxidase 2	Q24783484	Acyl-CoA oxidase
Q21096342	Acyl-CoA oxidase 2	Q24788227	Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily
Q21096342	Acyl-CoA oxidase 2	Q41797371	Acyl-CoA dehydrogenase-like, C-terminal
Q21096342	Acyl-CoA oxidase 2	Q41798160	Acyl-CoA dehydrogenase/oxidase, N-terminal domain superfamily
Q21096344	Acyl-CoA oxidase like	Q24788227	Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily
Q21096344	Acyl-CoA oxidase like	Q41797371	Acyl-CoA dehydrogenase-like, C-terminal
Q21096345	Acyl-CoA thioesterase 9	Q24785143	HotDog domain superfamily
Q21096346	Bone morphogenetic protein 7 (Osteogenic protein 1), isoform CRA_b	Q24724932	Transforming growth factor-beta-related
Q21096346	Bone morphogenetic protein 7 (Osteogenic protein 1), isoform CRA_b	Q24783539	Cystine-knot cytokine
Q21096355	Actinin alpha 4	Q24742069	EF-hand domain pair
Q21096355	Actinin alpha 4	Q41796773	Alpha-actinin-4
Q21096355	Actinin alpha 4	Q41797968	CH domain superfamily
Q21096358	Coiled-coil domain containing 22	Q24743827	Coiled-coil domain-containing protein 22
Q21096358	Coiled-coil domain containing 22	Q69533762	Transporters of unknown biochemical mechanism
Q21096365	Snail family transcriptional repressor 1	Q41797357	Zinc finger C2H2 superfamily
Q21096370	MOS proto-oncogene, serine/threonine kinase	Q24726164	Protein kinase-like domain superfamily
Q21096374	2'-5'-oligoadenylate synthetase 1	Q24779521	2'-5'-oligoadenylate synthase
Q21096374	2'-5'-oligoadenylate synthetase 1	Q54460752	2'-5'-oligoadenylate synthetase, domain 2 superfamily
Q21096383	Actinin alpha 1	Q24742069	EF-hand domain pair
Q21096383	Actinin alpha 1	Q24772922	Alpha-actinin 1
Q21096383	Actinin alpha 1	Q41797968	CH domain superfamily
Q21096394	Potassium voltage-gated channel subfamily A member 5	Q14594609	voltage-gated potassium channel complex
Q21096394	Potassium voltage-gated channel subfamily A member 5	Q24774233	Potassium channel, voltage dependent, Kv1.5
Q21096394	Potassium voltage-gated channel subfamily A member 5	Q24783694	SKP1/BTB/POZ domain superfamily
Q21096394	Potassium voltage-gated channel subfamily A member 5	Q54444446	Voltage-dependent channel domain superfamily
Q21096399	SP100 nuclear antigen	Q24773193	SAND-like domain superfamily
Q21096399	SP100 nuclear antigen	Q41798006	High mobility group box domain superfamily
Q21096407	Actinin alpha 2	Q24742069	EF-hand domain pair
Q21096407	Actinin alpha 2	Q41797968	CH domain superfamily
Q21096407	Actinin alpha 2	Q67141865	auxiliary transport protein
Q21096408	Transgelin 2	Q29956208	Transgelin-2
Q21096408	Transgelin 2	Q41797968	CH domain superfamily
Q21096409	Cyclase associated actin cytoskeleton regulatory protein 2	Q24769616	Adenylyl cyclase-associated protein CAP2
Q21096409	Cyclase associated actin cytoskeleton regulatory protein 2	Q41797345	Adenylate cyclase-associated CAP, N-terminal  domain superfamily
Q21096409	Cyclase associated actin cytoskeleton regulatory protein 2	Q41797346	Adenylate cyclase-associated CAP, C-terminal  superfamily
Q21096409	Cyclase associated actin cytoskeleton regulatory protein 2	Q54452463	Cyclase-associated protein CAP/septum formation inhibitor MinC, C-terminal
Q21096417	IQ motif containing GTPase activating protein 1	Q24726930	P-loop containing nucleoside triphosphate hydrolase
Q21096417	IQ motif containing GTPase activating protein 1	Q24742062	Rho GTPase activation protein
Q21096417	IQ motif containing GTPase activating protein 1	Q41797968	CH domain superfamily
Q21096418	Myomesin 2	Q24787648	Immunoglobulin-like fold
Q21096418	Myomesin 2	Q41797245	Fibronectin type III superfamily
Q21096418	Myomesin 2	Q41797304	Immunoglobulin-like domain superfamily
Q21096420	Actin gamma 2, smooth muscle	Q185269	actin
Q21096423	Actin alpha cardiac muscle 1	Q185269	actin
Q21096425	Actin alpha 1, skeletal muscle	Q185269	actin
Q21096429	Tight junction protein 1	Q24724186	Tight junction protein ZO-1
Q21096429	Tight junction protein 1	Q24726930	P-loop containing nucleoside triphosphate hydrolase
Q21096429	Tight junction protein 1	Q41797170	SH3-like domain superfamily
Q21096429	Tight junction protein 1	Q41797172	PDZ superfamily
Q21096429	Tight junction protein 1	Q67141865	auxiliary transport protein
Q21096435	Actinin alpha 3 (gene/pseudogene)	Q24742069	EF-hand domain pair
Q21096435	Actinin alpha 3 (gene/pseudogene)	Q41797968	CH domain superfamily
Q21096438	Enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	Q24768390	Enoyl-CoA hydratase/isomerase
Q21096438	Enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	Q24780980	6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily
Q21106034	Family with sequence similarity 231 member C	Q24782048	Protein of unknown function DUF4741
Q21108895	Leucine rich repeat containing 28	Q24781235	Leucine-rich repeat domain superfamily
Q21108896	Leucine rich repeat containing 49	Q24781235	Leucine-rich repeat domain superfamily
Q21108897	Leucine rich repeat containing 34	Q24781235	Leucine-rich repeat domain superfamily
Q21108898	Leucine rich repeat containing 43	Q24781235	Leucine-rich repeat domain superfamily
Q21108899	Leucine rich repeat containing 39	Q24781235	Leucine-rich repeat domain superfamily
Q21108900	Leucine rich repeat containing 46	Q24781235	Leucine-rich repeat domain superfamily
Q21108901	Leucine rich repeat containing 3B	Q24781235	Leucine-rich repeat domain superfamily
Q21108902	Dynein regulatory complex subunit 3	Q24781235	Leucine-rich repeat domain superfamily
Q21108903	Leucine rich repeat containing 40	Q24781235	Leucine-rich repeat domain superfamily
Q21108907	N-alpha-acetyltransferase 38, NatC auxiliary subunit	Q24768833	LSM domain superfamily
Q21108914	Nuclear cap binding protein subunit 2	Q24739119	Nuclear cap-binding protein subunit 2
Q21108914	Nuclear cap binding protein subunit 2	Q41797127	RNA-binding domain superfamily
Q21108914	Nuclear cap binding protein subunit 2	Q54450559	Nucleotide-binding alpha-beta plait domain superfamily
Q21108914	Nuclear cap binding protein subunit 2	Q69533762	Transporters of unknown biochemical mechanism
Q21108924	Suv3 like RNA helicase	Q24726930	P-loop containing nucleoside triphosphate hydrolase
Q21108925	Sorting nexin 31	Q24786013	PH-like domain superfamily
Q21108925	Sorting nexin 31	Q41797967	PX domain superfamily
Q21108925	Sorting nexin 31	Q54460372	SNX17/27/31
Q21108925	Sorting nexin 31	Q69533762	Transporters of unknown biochemical mechanism
Q21108926	Zinc finger with KRAB and SCAN domains 3	Q41797188	KRAB domain superfamily
Q21108926	Zinc finger with KRAB and SCAN domains 3	Q41797357	Zinc finger C2H2 superfamily
Q21108926	Zinc finger with KRAB and SCAN domains 3	Q54460987	SCAN domain superfamily
Q21108927	Solute carrier family 25 member 20	Q425007	Mitochondrial carrier
Q21108929	Solute carrier family 25 member 29	Q425007	Mitochondrial carrier
Q21108929	Solute carrier family 25 member 29	Q24778220	Mitochondrial carrier domain superfamily
Q21108932	TP53 regulated inhibitor of apoptosis 1	Q24783332	Mitochondrial distribution/morphology family 35/apoptosis
Q21108932	TP53 regulated inhibitor of apoptosis 1	Q67123762	P-P-bond-hydrolysis-driven transporter
